number,state,title,user/login,body,created_at,updated_at,closed_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files
155425,closed,[MLIR][Vector] Add warp distribution for `vector.step` op,akroviakov,"This PR adds a distribution pattern for [`vector.step`](https://mlir.llvm.org/docs/Dialects/Vector/#vectorstep-vectorstepop) op.

The result of the step op is a vector containing a sequence `[0,1,...,N-1]`. For the warp distribution, we consider a vector with `N == warp_size` (think SIMD). Distributing it to SIMT, means that each lane is represented by a thread/lane id scalar.

More complex cases with the support for warp size multiples (e.g., `[0,1,...,2*N-1]`) require additional layout information to be handled properly. Such support may be added later.

The lane id scalar is wrapped into a `vector<1xindex>` to emulate the sequence distribution result. 
Other than that, the distribution is similar to that of `arith.constant`.",2025-08-26T14:42:17Z,2025-08-28T16:24:02Z,2025-08-28T16:24:02Z,2025-08-28T16:24:02Z,True,3,23,7,79,1,2
155415,closed,[InstCombine] Strip leading zero indices from GEP,nikic,"GEPs are often in the form `gep [N x %T], ptr %p, i64 0, i64 %idx`. Canonicalize these to `gep %T, ptr %p, i64 %idx`.

This enables transforms that only support one GEP index to work and improves CSE.

Various transforms were recently hardened to make sure they still work without the leading index. https://github.com/llvm/llvm-project/pull/155404 is the last problematic transform I'm aware of.",2025-08-26T13:37:41Z,2025-09-10T20:39:04Z,2025-09-01T07:58:12Z,2025-09-01T07:58:12Z,True,33,0,1,364,363,56
155414,closed,[TableGen][DecoderEmitter] Optimize single-case OPC_ExtractField,s-barannikov,"OPC_ExtractField followed by a single OPC_FilterValue is equivalent to
OPC_CheckField. Optimize this relatively common case.
",2025-08-26T13:34:24Z,2025-08-26T16:12:08Z,2025-08-26T16:12:05Z,2025-08-26T16:12:05Z,True,2,0,1,53,65,5
155409,closed,[X86] canCreateUndefOrPoisonForTargetNode - add GF2P8AFFINEINVQB / GF2P8AFFINEQB / GF2P8MULB handling,RKSimon,"All 3 instructions are well defined bit twiddling operations - they do not introduce undef/poison with well defined inputs.

Fixes regressions in #152107",2025-08-26T12:55:33Z,2025-08-26T14:07:39Z,2025-08-26T14:07:35Z,2025-08-26T14:07:35Z,True,1,0,1,8,6,2
155408,closed,[StructurizeCFG] nested-if zerocost hoist bugfix,VigneshwarJ,"When zero cost instructions are hoisted, the simplifyHoistedPhi function was setting incoming phi values which were not dominating the use causing runtime failure. This was set to poison by rebuildSSA function. This commit fixes the issue.",2025-08-26T12:54:56Z,2025-08-28T14:04:15Z,2025-08-28T14:04:14Z,2025-08-28T14:04:14Z,True,5,0,5,5,6,3
155404,closed,[RelLookupTableConverter] Make GEP type independent,nikic,"This makes the RelLookupTableConverter independent of the type used in the GEP. In particular, it removes the requirement to have a leading zero index.",2025-08-26T12:35:57Z,2025-09-01T07:27:14Z,2025-09-01T07:27:12Z,2025-09-01T07:27:12Z,True,1,0,2,158,44,2
155407,closed,"Remove some ""DeprecatedSmallSet is deprecated"" warnings from the build",david-arm,"After a rebase when building clang I noticed a significant increase in the number of build warnings, due to this:

warning: ‘template<class PointerType, unsigned int N> class llvm::DeprecatedSmallSet’ is deprecated: Use SmallPtrSet instead [-Wdeprecated-declarations]

I am seeing these build warnings even when the SmallSet class isn't used by any of the code that included the header. I've created a patch to either remove the SmallSet header when not required, or move it into the actual .cpp or .h file where it's used.",2025-08-26T12:46:34Z,2025-08-27T14:28:45Z,2025-08-27T14:28:45Z,,False,9,0,2,15,12,24
155401,closed,[clang][bytecode] Cleanup primitive descriptor ctor/dtor handling,tbaederr,Use switches instead of if statements and COMPOSITE_TYPE_SWITCH and remove some leftover move functions.,2025-08-26T12:19:55Z,2025-08-26T15:20:37Z,2025-08-26T15:20:36Z,2025-08-26T15:20:36Z,True,1,0,1,29,61,2
155403,closed,[mlir][amx] Add write side effect to AMX tile creation ops,arun-thmn,"Adds `MemWrite` side effect to `amx.tile_zero` and `amx.tile_load` ops.

Memory write models hardware populating AMX tiles with specified values through tile zero and load ops.
Making the side effect explicit allows to use multiple op instances as a compilation hint to use different AMX tile registers. This can prevent less efficient lowering through tile store-load copies compared to directly populating tiles with values.

To illustrate the trade off:
Without explicit side effects, `CSE` optimizes two `amx.tile_zero` into a single op which lowers to a copy for the second tile:
```
  tilezero        %tmm0
  tilestored      %tmm0, -2032(%rbp,%rbx) # 1024-byte Folded Spill
  tileloadd       -2032(%rbp,%rbx), %tmm1 # 1024-byte Folded Reload
```
By keeping the two `amx.tile_zero` ops and, thus, lowering to two separate intrinsic invocations, the two tile registers are zeroed out directly without the additional round trip through memory:
```
  tilezero        %tmm0
  tilezero        %tmm1
```
The same principle applies to `amx.tile_load` ops.",2025-08-26T12:31:21Z,2025-08-29T11:41:05Z,2025-08-29T11:41:05Z,2025-08-29T11:41:05Z,True,13,10,4,42,5,2
155396,closed,[clang][bytecode] Try to avoid dtor functions in Record descriptors,tbaederr,"We don't need to call the dtor fn of a record where all bases, fields and virtual bases have no dtor fn either.",2025-08-26T11:47:36Z,2025-08-26T12:17:24Z,2025-08-26T12:17:24Z,2025-08-26T12:17:24Z,True,1,0,1,22,3,1
155400,closed,[clang-repl] Put CompilerInstance from IncrementalAction to use for non-assert/assert builds,anutosh491,"See https://github.com/llvm/llvm-project/pull/137458#discussion_r2300649286

Context: So the CompilerInstance CI being used with the Incremental Action are tightly coupled in any case. Which means 
the  CI put to use while constructing the IncrementalAction
```
  Act = TSCtx->withContextDo([&](llvm::LLVMContext *Ctx) {
    return std::make_unique<IncrementalAction>(*CI, *Ctx, ErrOut, *this,
                                               std::move(Consumer));
  });                      
```

Is also the CI through which the we call `ExecuteAction` on `Act`
```
CI->ExecuteAction(*Act);
```

So we need to use CI as a member variable in IncrementalAction for assert builds for 
https://github.com/llvm/llvm-project/blob/bddac5eda9b7591e05ccdc86a5e86c592085f318/clang/lib/Interpreter/IncrementalAction.cpp#L97-L108

The same can be put to use for `CreateASTConsumer` too as all of these are referring to the same CI
```
std::unique_ptr<ASTConsumer>
IncrementalAction::CreateASTConsumer(CompilerInstance & /*CI*/, StringRef InFile) {
  std::unique_ptr<ASTConsumer> C =
      WrapperFrontendAction::CreateASTConsumer(this->CI, InFile);
      
```
",2025-08-26T12:13:54Z,2025-08-27T10:00:29Z,2025-08-27T10:00:24Z,2025-08-27T10:00:24Z,True,6,0,4,10,9,2
155393,closed,[mlir][vector] Fix crashes in `from_elements` folder + `broadcast` verifier,matthias-springer,"This PR fixes two crashes / failures.

1. The `vector.broadcast` verifier did not take into account `VectorElementTypeInterface` and was looking for int/index/float types.
2. The `vector.from_elements` folder attempted to create an invalid `DenseElementsAttr`. Only int/float/index/complex types are supported.
",2025-08-26T10:40:59Z,2025-08-26T10:49:24Z,2025-08-26T10:49:23Z,2025-08-26T10:49:23Z,True,1,0,1,23,3,3
155391,closed,[clang][bytecode][NFC] Use Pointer::initializeAllElements() in Program,tbaederr,"We just initialized the entire string, so use this function instead.",2025-08-26T10:20:34Z,2025-08-26T10:46:31Z,2025-08-26T10:46:30Z,2025-08-26T10:46:30Z,True,1,0,1,1,1,1
155389,closed,[RISCV][NFC] Fix typo v32 -> v31 in document,XChy,,2025-08-26T10:14:52Z,2025-08-26T11:16:39Z,2025-08-26T11:16:39Z,2025-08-26T11:16:39Z,True,1,0,1,1,1,1
155385,closed,[libc++][C++03] Fix test/libcxx-03/system_reserved_names.gen.py,philnik777,"This test only fails because it includes `<__config>`. Switch to using
`<__cxx03/__config>` instead to fix the issue.
",2025-08-26T09:43:20Z,2025-08-26T14:26:36Z,2025-08-26T14:26:18Z,2025-08-26T14:26:18Z,True,1,0,1,1,3,1
155384,closed,[libc++][C++03][NFC] Remove XFAILS from libcxx/test/libcxx,philnik777,"We've split the implementation-specific tests into `libcxx/test/libcxx-03`, so we don't need the annotations in `libcxx/test/libcxx` anymore.
",2025-08-26T09:35:05Z,2025-08-26T14:25:50Z,2025-08-26T14:25:20Z,2025-08-26T14:25:20Z,True,1,0,1,0,4,2
155381,closed,[clang][bytecode][NFC] Check hasTrivialDtor() in RunDestructors,tbaederr,We do this when calling Free() on dynamically allocated memory.,2025-08-26T09:08:46Z,2025-08-26T11:27:14Z,2025-08-26T11:03:18Z,2025-08-26T11:03:18Z,True,2,0,1,11,10,1
155383,closed,[VPlan] Reassociate (x & y) & z -> x & (y & z),lukel97,"This PR reassociates logical ands in order to enable more simplifications.

The driving motivation for this is that with tail folding all blocks inside the loop body will end up using the header mask. However this can end up nestled deep within a chain of logical ands from other edges.

Typically the header mask will be a leaf nested in the LHS, e.g. (headermask & y) & z. So pulling it out allows it to be simplified further, e.g. allows it to be optimised away to VP intrinsics with EVL tail folding.",2025-08-26T09:20:43Z,2025-09-04T10:17:44Z,2025-09-03T01:09:19Z,2025-09-03T01:09:19Z,True,6,19,8,47,44,6
155382,closed,[TableGen][DecoderEmitter] Remove no longer needed MaxFilterWidth (NFC),s-barannikov,"11c61581 made the variable redundant.
Also remove `Target`, which is apparently unused.",2025-08-26T09:20:25Z,2025-08-26T09:47:04Z,2025-08-26T09:46:27Z,2025-08-26T09:46:27Z,True,1,0,1,4,17,1
155380,closed,[llvm][release] Correct formatting field in release message,DavidSpickett,"Extra } needed removing.

Cherry-picked to 21.x from 6a81dac65c1c5ee891d0ee8530bd73a63c5fa204. For #153154.",2025-08-26T09:02:48Z,2025-08-26T09:34:46Z,2025-08-26T09:34:11Z,2025-08-26T09:34:11Z,True,1,0,1,1,1,1
155379,closed,[SimpleLoopUnswitch] Adjust cost multiplier accounting for parent loop size,antoniofrighetto,"When estimating the cost to avoid exponential unswitches of non-trivial invariant conditions, also consider the parent loop basic blocks size, ensuring this does not grow unexpectedly.

Alternative solution might involve adding a threshold on the number of times LoopRotate is allowed to rotate the same loop across invocations (https://github.com/llvm/llvm-project/issues/138509#issuecomment-3193855772), though I think this would require a per-loop count to be serialized/deserialized in a metadata each time, which seems far more invasive.

Fixes: https://github.com/llvm/llvm-project/issues/138509.",2025-08-26T09:01:44Z,2025-09-05T06:54:13Z,2025-09-05T06:54:12Z,2025-09-05T06:54:12Z,True,2,0,1,76,5,2
155378,closed,[clang][bytecode][NFC] Check InitializingBlocks in _within_lifetime,tbaederr,This kind of check is exactly why InterpState::InitializingBlocks exists.,2025-08-26T09:01:30Z,2025-08-26T09:25:47Z,2025-08-26T09:25:47Z,2025-08-26T09:25:47Z,True,1,0,1,2,6,1
155377,closed,s390x: pattern match saturated truncation,folkertdev,"fixes https://github.com/llvm/llvm-project/issues/153655

This does not yet work, but should make it easier to talk about.

After legalizing `smin` and `smax` (I'm still matching the older patterns below, not sure if that is really needed any more?), the DAG is 

```
Optimized legalized selection DAG: %bb.0 'i32_signed:bb2'
SelectionDAG has 17 nodes:
  t0: ch,glue = EntryToken
  t17: v4i32 = BUILD_VECTOR Constant:i32<-32768>, Constant:i32<-32768>, Constant:i32<-32768>, Constant:i32<-32768>
  t16: v4i32 = BUILD_VECTOR Constant:i32<32767>, Constant:i32<32767>, Constant:i32<32767>, Constant:i32<32767>
          t2: v4i32,ch = CopyFromReg t0, Register:v4i32 %0
        t18: v4i32 = smax t2, t17
      t20: v4i32 = smin t18, t16
          t4: v4i32,ch = CopyFromReg t0, Register:v4i32 %1
        t19: v4i32 = smax t4, t17
      t21: v4i32 = smin t19, t16
    t50: v8i16 = SystemZISD::PACK t20, t21
  t14: ch,glue = CopyToReg t0, Register:v8i16 $v24, t50
  t15: ch = SystemZISD::RET_GLUE t14, Register:v8i16 $v24, t14:1
```

However, the pattern still does not match. I'm now suspicious of those `BUILD_VECTOR`s, because the rest just looks like it should work.

I'm also aware that the order of the patterns matters, which is why the `VPKSF` pattern is now before `VPKF`.

cc @uweigand ",2025-08-26T08:57:55Z,2025-08-26T15:19:59Z,2025-08-26T15:19:59Z,2025-08-26T15:19:59Z,True,9,14,5,197,80,6
155375,closed,[clang] Fix of a crash 'Cannot get layout of forward declarations!' during CTU static analysis,balazske,"When a type is imported with `ASTImporter`, the ""original declaration"" of the type is imported. In some cases this is not the definition (of the class). Before the fix the definition was only imported if there was an other reference to it in the AST to import. This is not always the case (like in the added test case), if not the definition was missing in the ""To"" AST which can cause the assertion later.",2025-08-26T08:55:20Z,2025-08-29T16:27:19Z,2025-08-29T07:45:39Z,2025-08-29T07:45:39Z,True,9,2,3,55,1,2
155373,closed,[AArch64][PAC] Fix clobbering registers by BLRA and AUTH_TCRETURN,atrosinenko,"After `isX16X17Safer` predicate was introduced, it became possible for `emitPtrauthDiscriminator` function to return its `AddrDisc` argument when it is neither X16 nor X17 (which are declared as implicit-def'ed by `BLRA` and `AUTH_TCRETURN[_BTI]` pseudo instructions). This resulted in the above pseudos being able to accidentally clobber unexpected register.

As a quick fix for miscompilation possibility, this patch virtually restores the old behavior for the affected pseudo instructions. It should be possible to improve the efficiency via subsequent patches by accounting for `killed` flags and register masks.",2025-08-26T08:45:43Z,2025-08-28T16:12:33Z,2025-08-27T16:36:00Z,2025-08-27T16:36:00Z,True,4,0,2,120,9,2
155372,closed,[AArch64][PAC] Do not execute AUT instructions speculatively,atrosinenko,"A generic authentication instruction may crash the process on failure. Furthermore, it can be executed conditionally and/or its signing schema can be chosen dynamically. For this reason, while it may be beneficial to permit DCE to remove AUTx16x17 or AUTxMxN instructions unless their results have any uses (at least fake ones, if we just want to check the
signature), AUT instructions are not safe to be executed speculatively.

As a quick fix for miscompilation possibility, this patch marks AUTxMxN pseudo instruction as having unmodelled side effects.",2025-08-26T08:35:32Z,2025-08-28T16:03:29Z,2025-08-27T13:46:35Z,2025-08-27T13:46:35Z,True,3,0,2,124,1,2
155374,closed,[Triple] Add target triple support for CheriotRTOS.,resistor,"For context, CheriotRTOS is a custom RTOS co-designed for the CHERIoT
CHERI-enabled RISCV32E platform. It uses a custom ABI and linkage model,
necesitating representing it in the target triple.
",2025-08-26T08:52:38Z,2025-09-02T04:15:28Z,2025-09-02T02:54:34Z,2025-09-02T02:54:34Z,True,4,5,1,53,44,3
155370,closed,[AMDGPU] Reenable BackOffBarrier on GFX11/12,Pierre-vh,"Re-enable it by adding a wait on vm_vsrc before every barrier ""start"" instruction in GFX10/11/12 CU mode.

This is a less strong wait than what we do without BackOffBarrier, thus this shouldn't introduce
any new guarantees that can be abused, instead it relaxes the guarantees we have now to the bare
minimum needed to support the behavior users want (fence release + barrier works).

There is an exact memory model in the works which will be documented separately.",2025-08-26T08:15:26Z,2025-09-02T07:37:45Z,2025-09-02T07:37:44Z,2025-09-02T07:37:44Z,True,4,4,1,229,9,8
155371,closed,[sancov][LoongArch] Resolve pcaddu18i+jirl in evaluateBranch and teach sancov,zhaoqi5,"This commit overrides `updateState` and `resetState` hooks in `MCInstrAnalysis` in order to be able to analyze pcaddu18i+jirl pairs inside `evaluateBranch`.

After this commit, `llvm-objdump` is able to correctly analyze and print detailed information. `lld/test/ELF/loongarch-call36.s` shows the changes.

Besides, this commit also teaches sancov to resolve such call sequences. Without this commit, some tests in compiler-rt failed:

```
Failed Tests :
  SanitizerCommon-asan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard-dso.cpp
  SanitizerCommon-asan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard.cpp
  SanitizerCommon-lsan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard-dso.cpp
  SanitizerCommon-lsan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard.cpp
  SanitizerCommon-msan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard-dso.cpp
  SanitizerCommon-msan-loongarch64-Linux :: sanitizer_coverage_trace_pc_guard.cpp
```

The reason is that sancov could not resolve pcaddu18i+jirl call sequence correctly and caused mismatches between coverage points in the binary and the .sancov file:

```
ERROR: Coverage points in binary and .sancov file do not match.
```

NOTE: A similar issue might also occur on RISC-V when relaxation is disabled (not verified). This commit can also fix for it.",2025-08-26T08:24:59Z,2025-08-29T03:05:50Z,2025-08-28T01:25:31Z,2025-08-28T01:25:31Z,True,6,2,1,87,4,3
155368,closed,[clang] Create PointerToBoolean casts for C casts,tbaederr,"Don't create CK_BitCast casts from `nullptr_t` to `bool`.

Fixes #155126",2025-08-26T07:48:31Z,2025-08-28T04:35:30Z,2025-08-28T04:20:00Z,2025-08-28T04:20:00Z,True,2,2,3,26,1,3
155367,closed,[RISCV] Do not commute with shift if we might break a qc.shladd pattern,svs-quic,"Similar to what we do if might break a `sh{1,2,3}add` pattern.",2025-08-26T07:46:25Z,2025-08-27T11:31:06Z,2025-08-27T11:30:40Z,2025-08-27T11:30:40Z,True,2,0,3,117,3,2
155363,closed,[clang][test] Add a RUN line for the bytecode interpreter,tbaederr,"This test works with the bytecode interpreter, so add some additional testing.",2025-08-26T07:29:15Z,2025-08-26T07:53:07Z,2025-08-26T07:53:07Z,2025-08-26T07:53:06Z,True,1,0,1,1,0,1
155362,closed,release/21.x: [flang] Disable loop interchange by default (#155279),llvmbot,"Backport 8849750e998819903dc749411bc9a7cd508a5e8a

Requested by: @nikic",2025-08-26T07:21:11Z,2025-08-26T09:50:12Z,2025-08-26T09:35:22Z,2025-08-26T09:35:22Z,True,4,0,1,5,11,2
155366,closed,release/21.x: [lldb][DataFormatters] Support newer _LIBCPP_COMPRESSED_PAIR layout (#155153),llvmbot,"Backport 7b22660d2aa0a9906e85d2c25e8a6577c39b31e0 20dd053160f7d933037aacb69067ef4d77996ba1

Requested by: @nikic",2025-08-26T07:35:37Z,2025-08-26T09:35:33Z,2025-08-26T09:34:55Z,2025-08-26T09:34:55Z,True,4,0,2,199,143,12
155361,closed,release/21.x: [PowerPC] Indicate that PPC32PICGOT clobbers LR (#154654),llvmbot,"Backport e6ae4e689cd6511987aecd1d0678cad317ea3f33

Requested by: @nikic",2025-08-26T07:20:04Z,2025-08-26T12:35:59Z,2025-08-26T12:35:23Z,2025-08-26T12:35:23Z,True,3,0,1,33,1,2
155360,closed,[clangd] [C++20 Modules] Try to use prebuilt modules,ChuanqiXu9,"If there are already built module files (and we consume it), we can avoid rebuilding them.

The patch tries to use the ""-fmodule-file="" information from the compilation database to find the prebuilt module files, and it they are good, use them.

This patch also did some relevent refactoring for `ModuleFile`. Introducing `PrebuiltModuleFile` and `BuiltModuleFile` to make the ownership clear. And renamed some variables which was named ""ModuleFile"".",2025-08-26T06:33:51Z,2025-09-05T06:28:42Z,2025-09-05T06:28:42Z,2025-09-05T06:28:42Z,True,2,1,1,134,20,2
155359,closed,[libc++][NFC] Wrap lines in ReleaseNotes/22.rst,philnik777,"Some of the lines in `ReleaseNotes/22.rst` are (significantly) longer than our usual 120 column limit. This wraps all lines in the file so they are never more than our usual limit.
",2025-08-26T06:25:50Z,2025-08-26T07:10:58Z,2025-08-26T07:10:41Z,2025-08-26T07:10:41Z,True,1,0,1,9,3,1
155357,closed,[ASan] Prevent assert from scalable vectors in FunctionStackPoisoner.,davemgreen,This has recently started causing 'Invalid size request on a scalable vector.',2025-08-26T05:44:28Z,2025-08-27T12:54:38Z,2025-08-27T08:00:52Z,2025-08-27T08:00:52Z,True,5,5,1,30,1,2
155358,closed,[clang][bytecode] Support remaining add_sat like X86 builtins,tbaederr,,2025-08-26T05:58:20Z,2025-08-26T12:11:38Z,2025-08-26T11:51:31Z,2025-08-26T11:51:31Z,True,2,2,2,57,4,3
155355,closed,[flang] `do concurrent`: fix reduction symbol resolution when mapping to OpenMP,ergawy,"Fixes #155273

This PR introduces 2 changes:
1. The `do concurrent` to OpenMP pass is now a module pass rather than a function pass.
2. Reduction ops are looked up in the parent module before being created.

The benefit of using a module pass is that the same reduction operation can be used across multiple functions if the reduction type matches.",2025-08-26T05:17:35Z,2025-08-27T15:06:19Z,2025-08-27T15:06:16Z,2025-08-27T15:06:16Z,True,1,2,2,72,32,3
155353,closed,[GlobalISel] Add multi-way splitting support for wide scalar shifts.,aemerson,"This patch implements direct N-way splitting for wide scalar shifts instead
of recursive binary splitting. For example, an i512 G_SHL can now be split
directly into 8 i64 operations rather than going through i256 -> i128 -> i64.

The main motivation behind this is to alleviate (although not entirely fix)
pathological compile time issues with huge types, like i4224. The problem
we see is that the recursive splitting strategy combined with our messy
artifact combiner ends up with terribly long compiles as tons of intermediate
artifacts are generated, and then attempted to be combined ad-nauseum.

Going directly from the large shifts to the destination types short-circuits
a lot of these issues, but it's still an abuse of the backend and front-ends
should never be doing this sort of thing.",2025-08-26T04:35:19Z,2025-09-03T17:25:55Z,2025-09-03T17:25:53Z,2025-09-03T17:25:53Z,True,8,9,1,13567,4697,4
155354,closed,Fix test added in #155148 work with Windows style path separators.,dyung,"Should fix Windows build bot failures such as https://lab.llvm.org/buildbot/#/builders/46/builds/22281.

The test (and the followup fix in #155303) did not properly account for Windows style path separators.",2025-08-26T04:48:06Z,2025-08-26T05:40:27Z,2025-08-26T05:15:15Z,2025-08-26T05:15:15Z,True,3,0,1,1,1,1
155351,closed,[clang] Post-commit review for #150028,tbaederr," 1) Return `std::nullopt` instead of `{}`.
 2) Rename the new function to evaluate*, it's not a simple getter.",2025-08-26T03:59:47Z,2025-08-27T07:48:58Z,2025-08-27T07:48:57Z,2025-08-27T07:48:57Z,True,1,0,1,12,10,4
155352,closed,[lldb-dap] Improving lldbdap_testcase.py error diagnosability,piyushjaiswal98,Improved response Message handling in lldbdap_testcase.py to handle various formats. Allows for more descriptive error messaging (Provides useful info even when error details are malformed),2025-08-26T04:18:52Z,2025-08-27T00:55:49Z,2025-08-27T00:55:29Z,2025-08-27T00:55:29Z,True,4,0,4,23,7,1
155347,closed,[clang] fix uniquing of some TagTypes created from the injected class name,mizvekov,"This fixes a bug in the fast path for the creation of TagTypes from injected class names.

The creation of TagTypes has a fast path which, when there is no elaboration, uses storage in the declaration itself for memoizing the resuling type node, instead of using the folding set.

This memoizing would fail when the type was created from the injected class name, as we would look for the node in the injected declaration but store it in the non-injected one, so a different type would be created each time.

This regression was reported here: https://github.com/llvm/llvm-project/pull/147835#discussion_r2299248995

Since this regression was never released, there are no release notes.",2025-08-26T02:54:22Z,2025-08-28T19:17:41Z,2025-08-26T03:26:04Z,2025-08-26T03:26:04Z,True,3,0,1,36,22,2
155346,closed,[clang-format] Fix a bug in SkipMacroDefinitionBody,owenca,All comments before the macro definition body should be skipped.,2025-08-26T02:43:11Z,2025-08-26T16:00:58Z,2025-08-26T16:00:57Z,2025-08-26T16:00:57Z,True,1,0,1,3,5,2
155342,closed,[clang] fix TemplateName Subst* nodes transform,mizvekov,"This makes sure NestedNameSpecifierLocs don't apply to the replacement TemplateName of SubstTemplate* nodes.

Also removes improper name qualification over these Subst Nodes, causing some canonical TemplateNames to not be fully qualified when printed.

Since this is a regression introduced in #147835, which was never released, there are no release notes.

Fixes #155281",2025-08-26T01:59:57Z,2025-08-26T03:08:43Z,2025-08-26T03:08:42Z,2025-08-26T03:08:42Z,True,1,0,1,152,141,12
155341,closed,Bitcode: Stop combining function alignments into MaxAlignment.,pcc,"MaxAlignment is used to produce the abbreviation for MODULE_CODE_GLOBALVAR
and is not used for anything related to function alignments, so stop
combining function alignments and rename it to make its purpose clearer.
",2025-08-26T01:50:50Z,2025-08-26T18:22:35Z,2025-08-26T18:22:34Z,2025-08-26T18:22:34Z,True,1,0,1,5,9,1
155343,closed,[AMDGPU] Change default loop alignment,hjagasiaAMD,Align small loops aggresively to 32 bytes and larger loops to 16 bytes,2025-08-26T02:14:42Z,2025-08-26T20:47:22Z,2025-08-26T20:47:22Z,,False,11,0,1,8882,6465,153
155338,closed,[NFC][WPD] Pass the module analysis manager instead of lambdas,mtrofin,"Easier to evolve - if we need more analyses, it becomes clumsy to keep passing around lambdas.",2025-08-26T01:01:57Z,2025-08-27T00:01:04Z,2025-08-27T00:01:02Z,2025-08-27T00:01:02Z,True,3,0,2,19,35,1
155336,closed,AMDGPU: Add target feature for aligned VGPR requirement,arsenm,"This now applies to gfx90a+ and gfx1250, so add a dedicated feature
for it so the feature check can be composed correctly with unrelated
properties. Probably would be better to invert this, but that turns
out to be difficult given the current assumptions.",2025-08-26T00:41:27Z,2025-08-26T01:36:53Z,2025-08-26T01:36:52Z,2025-08-26T01:36:52Z,True,3,0,1,11,1,2
155332,closed,[HLSL][DirectX] Remove uniformity bit from resource initialization intrinsics,hekota,"Removes uniformity bit from resource initialization intrinsics `llvm.{dx|spv}.resource.handlefrombinding` and `llvm.{dx|spv}.resource.handlefromimplicitbinding`. The flag currently always set to `false`. It should be derived from resource analysis and not provided by codegen.

Closes #135452",2025-08-26T00:22:03Z,2025-08-28T16:12:37Z,2025-08-28T16:12:36Z,2025-08-28T16:12:36Z,True,4,1,3,472,476,113
155328,closed,[Github][CI] Install the correct binary of sccache on aarch64,tstellar,,2025-08-26T00:05:37Z,2025-08-27T04:35:12Z,2025-08-27T04:35:12Z,2025-08-27T04:35:12Z,True,2,0,3,2,2,1
155327,closed,"Revert ""[NFC][lldb] Add a null check, actually use new SharedModuleLi…",augusto2112,"…st class""

This reverts commit 234e075c1dbdaacd2e1b4199ae983f5c4439223c.


I'm reverting this because the ASAN build fails running the TestMiniDumpUUID.py test. This happens because the pointer is already freed before the call to `RemoveIfOrpahaned`. The ModuleList implementation never actually dereferences the pointer, so it worked correctly, but the new map implementation does dereference it, hence the crash.",2025-08-26T00:05:21Z,2025-08-26T00:21:48Z,2025-08-26T00:21:47Z,2025-08-26T00:21:47Z,True,1,0,1,7,8,1
155322,closed,[lldb] Adopt JSONTransport in the MCP Server (Reland),JDevlieghere,"This PR adopts JSONTransport in the MCP server implementation. It required a slight change in design in the relationship between the two server classes. Previously, these two had an ""is-a"" connection, while now they have a ""has-a"" connection.

The ""generic"" protocol server in Protocol/MCP now operates using a single connection (Transport). This matches the design in DAP where each DAP instance has its own connection. The protocol server in Plugins still supports multiple clients and creates a new server instance for each connection.

I believe the new design makes sense in the long term (as proved by DAP) and allows us to make the server stateful if we choose to do so. There's no reason that multiple client support can't live in the generic protocol library, but for now I kept it in ProtocolServerMCP to avoid creating unnecessary abstractions.

This is a reland of #155034 but with significant changes to the tests. The unit tests now test the generic server implementation, which matches the original intent. This also means the test are now single threaded and therefore fully deterministic using the MainLoop.",2025-08-25T22:43:45Z,2025-08-25T23:18:24Z,2025-08-25T23:18:22Z,2025-08-25T23:18:21Z,True,1,0,1,219,263,8
155325,closed,[flang] Added storage specification for [hl]fir.declare.,vzakhari,"As proposed in https://discourse.llvm.org/t/rfc-flang-representation-for-objects-inside-physical-storage/88026,
this patch adds a `storage` Value operand and a `storage_offset`
Integer attribute for `[hl]fir.declare` operations.

The `storage` operand indicates the raw address of the physical storage
a variable belongs to. This is the beginning address of the physical storage.
The `storage_offset` specifies a byte offset within the physical storage
where the variable object starts.
",2025-08-25T23:53:42Z,2025-08-28T02:48:45Z,2025-08-28T02:48:45Z,2025-08-28T02:48:45Z,True,1,3,2,290,36,15
155323,closed,[IR2Vec] Refactor vocabulary to use canonical type IDs,svkeerthy,"Refactor IR2Vec vocabulary to use canonical type IDs, improving the embedding representation for LLVM IR types.

The previous implementation used raw Type::TypeID values directly in the vocabulary, which led to redundant entries (e.g., all float variants mapped to ""FloatTy"" but had separate slots). This change improves the vocabulary by:

1. Making the type representation more consistent by properly canonicalizing types
2. Reducing vocabulary size by eliminating redundant entries
3. Improving the embedding quality by ensuring similar types share the same representation

(Tracking issue - #141817)",2025-08-25T22:59:29Z,2025-08-29T22:04:51Z,2025-08-29T21:56:56Z,2025-08-29T21:56:56Z,True,4,17,1,350,308,9
155324,closed,release/21.x: [libc++] Fix ABI break introduced by switching to _LIBCPP_COMPRESSED_PAIR (#154686),llvmbot,"Backport f5e687d7bf49cd9fe38ba7acdeb52d4f30468dee

Requested by: @h-vetinari",2025-08-25T23:34:11Z,2025-08-26T09:35:33Z,2025-08-26T09:35:33Z,,False,4,0,1,189,36,14
